ects_kolegija,tezina_kolegija,postotak_ocjene,tezina_obveze,sigurnost_prije,tip_Ispit,tip_Kolokvij,tip_Labos,tip_Mini test,tip_Ostalo,tip_Projekt,tip_Seminar,tip_Usmeni ispit,tip_Zadaće,sati_ucenja,sati_ucenja_log,id_ispitanika
5.0,10.0,100.0,10.0,6.0,True,False,False,False,False,False,False,False,False,400.0,5.993961427306569,50
5.0,10.0,,9.0,7.0,False,False,False,False,False,False,False,True,False,400.0,5.993961427306569,50
5.0,5.0,107.5,3.0,2.0,False,True,False,False,False,False,False,False,False,10.0,2.3978952727983707,51
5.0,5.0,107.5,3.0,1.0,False,True,False,False,False,False,False,False,False,8.0,2.1972245773362196,51
7.0,9.0,100.0,8.0,1.0,True,False,False,False,False,False,False,False,False,360.0,5.8888779583328805,51
7.0,9.0,100.0,9.0,1.0,False,False,False,False,False,False,False,True,False,84.0,4.442651256490317,51
5.0,3.0,100.0,4.0,1.0,True,False,False,False,False,False,False,False,False,40.0,3.713572066704308,51
7.0,7.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,1.0,0.6931471805599453,52
7.0,7.0,30.0,4.0,5.0,False,True,False,False,False,False,False,False,False,20.0,3.044522437723423,52
6.0,8.0,30.0,3.0,3.0,False,False,False,False,False,False,True,False,False,9.0,2.302585092994046,52
6.0,8.0,100.0,7.0,2.0,True,False,False,False,False,False,False,False,False,60.0,4.110873864173311,52
4.0,5.0,100.0,6.0,1.0,True,False,False,False,False,False,False,False,False,24.0,3.2188758248682006,52
3.0,3.0,45.0,2.0,5.0,False,True,False,False,False,False,False,False,False,2.0,1.0986122886681098,53
3.0,3.0,5.0,2.0,9.0,False,False,False,True,False,False,False,False,False,3.0,1.3862943611198906,53
5.0,4.0,100.0,3.0,8.0,False,True,False,False,False,False,False,False,False,8.5,2.2512917986064953,53
5.0,4.0,10.0,3.0,9.0,False,False,False,True,False,False,False,False,False,3.0,1.3862943611198906,53
5.0,3.0,100.0,2.0,9.0,True,False,False,False,False,False,False,False,False,9.0,2.302585092994046,53
5.0,3.0,,1.0,10.0,False,False,False,False,False,False,False,True,False,5.0,1.791759469228055,53
5.0,2.0,50.0,2.0,1.0,False,True,False,False,False,False,False,False,False,10.0,2.3978952727983707,54
5.0,2.0,50.0,2.0,1.0,False,True,False,False,False,False,False,False,False,10.0,2.3978952727983707,54
5.0,1.0,45.0,1.0,1.0,False,True,False,False,False,False,False,False,False,12.0,2.5649493574615367,54
5.0,1.0,45.0,1.0,1.0,False,True,False,False,False,False,False,False,False,12.0,2.5649493574615367,54
5.0,1.0,100.0,1.0,2.0,True,False,False,False,False,False,False,False,False,12.0,2.5649493574615367,54
6.0,5.0,15.0,4.0,6.0,False,False,False,False,False,False,True,False,False,15.0,2.772588722239781,55
6.0,5.0,2.0,2.0,5.0,False,False,False,False,False,False,False,False,True,2.0,1.0986122886681098,55
6.0,7.0,1.0,3.0,7.0,False,False,False,True,False,False,False,False,False,1.0,0.6931471805599453,55
6.0,7.0,10.0,4.0,6.0,False,False,False,False,False,False,False,False,True,8.0,2.1972245773362196,55
5.0,5.0,2.0,2.0,3.0,False,False,False,True,False,False,False,False,False,1.5,0.9162907318741551,56
5.0,5.0,2.0,2.0,2.0,False,False,False,False,False,False,False,False,True,2.0,1.0986122886681098,56
5.0,5.0,5.0,4.0,6.0,False,False,True,False,False,False,False,False,False,5.0,1.791759469228055,56
5.0,5.0,3.0,3.0,6.0,False,False,False,False,False,False,False,False,True,3.0,1.3862943611198906,56
5.0,4.0,4.0,2.0,5.0,False,False,False,True,False,False,False,False,False,4.0,1.6094379124341003,57
5.0,4.0,2.0,2.0,4.0,False,False,False,False,False,False,False,False,True,2.0,1.0986122886681098,57
5.0,5.0,5.0,3.0,3.0,False,False,False,True,False,False,False,False,False,4.0,1.6094379124341003,57
5.0,5.0,5.0,5.0,5.0,False,False,True,False,False,False,False,False,False,4.0,1.6094379124341003,57
5.0,7.0,100.0,8.0,7.0,False,False,True,False,False,False,False,False,False,100.0,4.61512051684126,58
5.0,7.0,30.0,7.0,5.0,False,False,False,True,False,False,False,False,False,42.0,3.7612001156935624,58
3.0,2.0,100.0,3.0,9.0,False,False,True,False,False,False,False,False,False,50.0,3.9318256327243257,58
3.0,2.0,10.0,7.0,6.0,False,False,False,True,False,False,False,False,False,10.0,2.3978952727983707,58
4.0,2.0,80.0,2.0,5.0,False,False,False,False,False,False,True,False,False,79.0,4.382026634673881,59
4.0,2.0,10.0,1.0,5.0,False,False,False,True,False,False,False,False,False,10.0,2.3978952727983707,59
4.0,7.0,10.0,2.0,8.0,False,False,False,True,False,False,False,False,False,10.0,2.3978952727983707,59
4.0,7.0,60.0,4.0,9.0,False,False,False,False,False,False,True,False,False,60.0,4.110873864173311,59
2.0,3.0,20.0,3.0,6.0,False,False,False,True,False,False,False,False,False,8.0,2.1972245773362196,60
2.0,3.0,20.0,6.0,6.0,False,False,False,False,False,False,True,False,False,10.0,2.3978952727983707,60
3.0,5.0,20.0,7.0,4.0,False,False,False,False,False,False,True,False,False,10.0,2.3978952727983707,60
3.0,5.0,20.0,6.0,4.0,False,False,False,True,False,False,False,False,False,8.0,2.1972245773362196,60
